index,MovieID,Title,MPAA Rating,Budget,Gross,Release Date,Genre,Runtime,Rating,Rating Count,Summary
22,23,Pretty Woman,R,14000000,463000000,1990-03-23,Romance,119,7,266405,"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love."
23,24,Kindergarten Cop,PG-13,15000000,201957688,1990-12-21,Action,111,6.1,127793,"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminals ex-wife, who may hold the key to putting him behind bars."
24,25,Home Alone,PG,18000000,476684675,1990-11-09,Family,103,7.6,414472,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
25,26,Bird on a Wire,PG-13,20000000,138700000,1990-05-18,Comedy,110,6,37415,An old flame discovers her ex-boyfriend from the past is a relocated FBI informant out to stop the bad guys.
26,27,Misery,R,20000000,61276872,1990-11-28,Drama,107,7.8,168946,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse."
27,28,Edward Scissorhands,PG-13,20000000,53000000,1990-12-05,Drama,105,7.9,421760,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world."
28,29,Ghost,PG-13,22000000,505000000,1990-07-12,Thriller,127,7,183054,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic."
29,30,Presumed Innocent,R,22000000,221303188,1990-07-26,Crime,127,6.9,35122,"As a lawyer investigates the murder of a colleague, he finds himself more connected to the crime than anyone else."
30,31,Dances with Wolves,PG-13,22000000,424208848,1990-11-09,Western,181,8,224754,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military."
31,32,Flatliners,R,26000000,61489265,1990-08-09,Horror,115,6.6,76155,"Five medical students experiment with near death experiences, until the dark consequences of past tragedies begin to jeopardize their lives."
32,33,The Hunt for Red October,PG,30000000,199200000,1990-03-02,Thriller,134,7.6,167212,"In November 1984, the Soviet Unions best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?"
33,34,Another 48 Hrs.,R,38000000,153518974,1990-06-08,Action,95,5.9,36103,"Jack Cates once again enlists the aid of ex-con Reggie Hammond--this time, to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area."
34,35,Back to the Future Part III,PG,40000000,244527583,1990-05-25,Family,118,7.4,369652,"Learning about the death of Doc Brown in 1885, Marty travels back in time to save him. But when the fuel tank on the time machine is punctured, the two must figure out a way to escape the Old West before Emmet is murdered."
35,36,Dick Tracy,PG,47000000,103738726,1990-06-15,Crime,103,6.1,54312,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprices united mob.
36,37,The Godfather: Part III,R,54000000,136766062,1990-12-24,Drama,162,7.6,332236,"In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing."
37,38,Days of Thunder,PG-13,60000000,157920733,1990-06-27,Adventure,107,6,73649,A young hot-shot stock car driver gets his chance to compete at the top level.
38,39,Total Recall,R,65000000,261317921,1990-06-01,Science Fiction,113,7.5,282870,"When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or does he?"
39,40,Die Hard 2,R,70000000,240031094,1990-07-02,Thriller,124,7.2,317843,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C."
40,41,Fried Green Tomatoes,PG-13,11000000,119418501,1991-12-27,Comedy,130,7.7,62493,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.
41,42,The Silence of the Lambs,R,19000000,272742922,1991-02-01,Crime,119,8.6,1166583,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
42,43,Sleeping with the Enemy,R,19000000,174999005,1991-02-08,Drama,99,6.2,46455,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband."
43,44,Father of the Bride,PG,20000000,89325780,1991-12-20,Romance,105,6.5,64326,"With his oldest daughters wedding approaching, a father finds himself reluctant to let go."
44,45,The Naked Gun 2 1/2: The Smell of Fear,PG-13,23000000,86900000,1991-06-28,Drama,85,6.5,64326,Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.
45,46,Teenage Mutant Ninja Turtles II,PG,25000000,78600000,1991-03-22,Action,88,8,397467,"The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants."
46,47,Beauty and the Beast,PG,25000000,377350553,1991-11-13,Animation,84,8,397467,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young womans love.
47,48,Hot Shots!,PG-13,26000000,181096164,1991-07-31,Comedy,84,6.8,93277,A parody of Top Gun (1986) in which a talented but unstable fighter pilot must overcome the ghosts of his father and save a mission sabotaged by greedy weapons manufacturers.
48,49,City Slickers,PG-13,27000000,179033791,1991-06-07,Comedy,112,6.7,45166,"On the verge of turning 40, an unhappy Manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest."
49,50,Star Trek VI: The Undiscovered Country,PG,27000000,96900000,1991-12-05,Science Fiction,113,7.2,66086,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace."
50,51,The Addams Family,PG-13,30000000,191502426,1991-11-22,Comedy,99,6.9,119260,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.
51,52,The Prince of Tides,R,30000000,74787599,1991-12-25,Romance,132,6.7,14918,A troubled man talks to his suicidal sisters psychiatrist about their family history and falls in love with her in the process.
52,53,What About Bob?,PG,35000000,63710000,1991-05-17,Comedy,100,7,58797,"A successful psychotherapist loses his mind after one of his most dependent patients, an obsessive-compulsive neurotic, tracks him down during his family vacation."
53,54,Cape Fear,R,35000000,182300000,1991-11-15,Crime,128,7.3,157496,"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him."
54,55,JFK,R,40000000,205405498,1991-12-20,Drama,189,8,132879,New Orleans District Attorney Jim Garrison discovers theres more to the Kennedy assassination than the official story.
55,56,Robin Hood: Prince of Thieves,PG-13,48000000,390493908,1991-06-14,Adventure,143,6.9,168877,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw."
56,57,Hook,PG,70000000,300854823,1991-12-11,Family,144,6.8,218151,"When Captain Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy."
57,58,Backdraft,R,75000000,152368585,1991-05-24,Mystery,137,6.7,67442,"Two Chicago firefighter brothers, who dont get along, have to work together while a dangerous arsonist is on the loose."
58,59,Terminator 2: Judgment Day,R,100000000,520000000,1991-07-01,Science Fiction,137,8.5,930593,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg."
59,60,The Crying Game,R,3705538,62548947,1992-09-02,Romance,112,7.2,48101,"A British soldier kidnapped by IRA terrorists soon befriends one of his captors, who then becomes drawn into the soldiers world."
60,61,The Hand that Rocks the Cradle,R,11700000,88036683,1992-01-10,Drama,110,8.2,348791,"After her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family."
61,62,Unforgiven,R,14000000,159157447,1992-08-07,Western,131,8.2,348791,"Retired Old West gunslinger William Munny (Clint Eastwood) reluctantly takes on one last job, with the help of his old partner Ned Logan (Morgan Freeman) and a young man, The Schofield Kid (Jaimz Woolvett)."
62,63,Home Alone 2: Lost in New York,PG,18000000,358991681,1992-11-19,Family,120,6.7,269944,"One year after Kevin McCallister was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself stranded in New York City - and the same criminals are not far behind."
63,64,Wayne's World,PG-13,20000000,121697323,1992-02-14,Comedy,94,7,135657,Two slacker friends try to promote their public-access cable show.
64,65,The Bodyguard,R,25000000,411006740,1992-11-25,Action,129,6.3,110511,"A former Secret Service agent takes on the job of bodyguard to an RB singer, whose lifestyle is most unlike a Presidents."
65,66,Aladdin,G,28000000,504050219,1992-11-25,Animation,90,8,336384,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
66,67,White Men Can't Jump,R,31000000,90753806,1992-03-26,Comedy,115,6.8,70430,Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.
67,68,Sister Act,PG,31000000,231605150,1992-05-28,Comedy,100,6.4,80510,"When a worldly singer witnesses a mob crime, the police hide her as a nun in a traditional convent where she has trouble fitting in."
68,69,Scent of a Woman,R,31000000,134095253,1992-12-23,Drama,157,8,238212,"A prep school student needing money agrees to babysit a blind man, but the job is not at all what he anticipated."
69,70,Lethal Weapon 3,R,35000000,321731527,1992-05-15,Action,118,6.7,148440,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.
70,71,Under Siege,R,35000000,156563139,1992-10-08,Action,103,6.5,71962,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.
71,72,Boomerang,R,40000000,70100000,1992-06-30,Romance,117,5.5,24114,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.
72,73,A League of Their Own,PG,40000000,107458785,1992-07-01,Comedy,128,7.2,85932,Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.
73,74,The Last of the Mohicans,R,40000000,75505856,1992-09-25,Action,112,7.7,139000,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.
74,75,Bram Stoker's Dracula,R,40000000,215900000,1992-11-13,Drama,128,7.4,177678,The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harkers fiancï¿½e Mina Murray and inflict havoc in the foreign land.
75,76,A Few Good Men,R,40000000,243240178,1992-12-11,Drama,138,7.7,218747,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.
76,77,Patriot Games,R,45000000,178051587,1992-06-04,Thriller,117,6.9,95783,"When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge."
77,78,Basic Instinct,R,49000000,352927224,1992-03-20,Thriller,127,6.9,159658,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.
78,79,Batman Returns,PG-13,80000000,280000000,1992-06-19,Action,126,7,258216,Batman returns to the big screen when a deformed man calling himself the Penguin wreaks havoc across Gotham with the help of a cruel businessman.
79,80,Cool Runnings,PG,14000000,154864401,1993-09-30,Comedy,98,6.9,85604,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team."
80,81,Groundhog Day,PG,14600000,70906973,1993-02-11,Comedy,101,8,549538,A weatherman finds himself inexplicably living the same day over and over again.
81,82,Free Willy,PG,20000000,153698625,1993-07-16,Family,112,5.9,64130,"When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale."
82,83,Sleepless in Seattle,PG,21000000,227799884,1993-06-24,Romance,105,6.8,147908,A recently widowed mans son calls a radio talk-show in an attempt to find his father a partner.
83,84,Schindler's List,R,22000000,321365567,1993-11-29,History,195,8.9,1117322,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis."
84,85,Mrs. Doubtfire,PG-13,25000000,441286195,1993-11-24,Family,125,7,226146,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife."
85,86,Tombstone,R,25000000,56505065,1993-12-25,Drama,130,7.8,117576,"A successful lawmans plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating."
86,87,Philadelphia,PG-13,26000000,206678440,1993-12-22,Drama,125,7.7,210109,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
87,88,Dave,PG-13,28000000,63000000,1993-05-07,Comedy,110,6.8,46467,"To avoid a potentially explosive scandal when the U.S. President goes into a coma, an affable temp agency owner with an uncanny resemblance is put in his place."
88,89,Grumpy Old Men,PG-13,35100000,70200000,1993-12-25,Comedy,103,7,40509,A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.
89,90,Indecent Proposal,R,38000000,266614059,1993-04-07,Drama,117,5.9,58078,A billionaire offers one million dollars to a young married couple for one night with the wife.
90,91,Sister Act 2: Back in the Habit,PG,38000000,57319029,1993-12-09,Comedy,107,5.6,45380,Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.
91,92,In the Line of Fire,R,40000000,176997168,1993-07-08,Crime,128,7.2,86650,"Secret Service agent Frank Horrigan couldnt save Kennedy, but hes determined not to let a clever assassin take out this president."
92,93,Rising Sun,R,40000000,107198790,1993-07-30,Thriller,125,6.2,40088,"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the companys executives and the investigating cop Tom Graham."
93,94,The Firm,R,42000000,270248367,1993-06-30,Mystery,154,6.8,108683,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.
94,95,The Fugitive,PG-13,44000000,368875760,1993-08-06,Adventure,130,7.8,249811,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
95,96,The Pelican Brief,PG-13,45000000,195268056,1993-12-16,Crime,141,6.6,71238,"A law student uncovers a conspiracy, putting herself and others in danger."
96,97,Demolition Man,R,57000000,159055768,1993-10-08,Action,115,6.7,148329,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.
97,98,Cliffhanger,R,70000000,255000211,1993-05-28,Adventure,112,6.4,113299,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.
98,99,Jurassic Park III,PG-13,93000000,368800000,2001-07-16,Thriller,92,8.9,1690474," A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants."
99,100,Pulp Fiction,R,8000000,213928762,1994-09-10,Thriller,154,8.9,1690474,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
100,101,Ace Ventura: Pet Detective,PG-13,15000000,107217396,1994-02-04,Comedy,86,6.9,260044,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.
101,102,Dumb and Dumber,PG-13,16000000,247275374,1994-12-16,Comedy,107,7.3,334497,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen, to return the briefcase to its owner."
102,103,The Santa Clause,PG,22000000,189833357,1994-11-10,Family,97,6.4,86610,"When a man inadvertently makes Santa fall off of his roof on Christmas Eve, he finds himself magically recruited to take his place."
103,104,The Mask,PG-13,23000000,351583407,1994-07-29,Romance,101,6.9,320839,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.
104,105,Speed,R,30000000,350448145,1994-06-09,Action,116,7.2,309338,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.
105,106,Legends of the Fall,R,30000000,160638883,1994-12-16,Drama,133,7.5,136361,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war."
106,107,Star Trek: Generations,PG,38000000,120000000,1994-11-17,Science Fiction,118,8.5,869127,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix."
107,108,The Lion King,G,45000000,788241776,1994-06-23,Animation,89,8.5,869127,"A Lion cub crown prince is tricked by a treacherous uncle into thinking he caused his fathers death and flees into exile in despair, only to learn in adulthood his identity and his responsibilities."
108,109,The Client,PG-13,45000000,117615211,1994-07-20,Drama,119,6.7,55788,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.
109,110,The Specialist,R,45000000,170362582,1994-10-07,Action,110,5.6,59371,A woman entices a bomb expert shes involved with into destroying the mafia that killed her family.
110,111,The Flintstones,PG,46000000,341631208,1994-05-26,Family,91,4.9,71389,"In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money cant buy happiness."
111,112,Forrest Gump,PG-13,55000000,677945399,1994-07-06,Comedy,142,8.8,1657851,"The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate, and other history unfold through the perspective of an Alabama man with an IQ of 75."
112,113,Stargate,PG-13,55000000,196567262,1994-10-27,Science Fiction,121,7.1,167516,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra."
113,114,Disclosure,R,55000000,214015089,1994-12-09,Drama,123,6.1,43455,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life."
114,115,Interview with the Vampire,R,60000000,223664608,1994-11-11,Horror,123,6.9,83296,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger."
115,116,Clear and Present Danger,PG-13,62000000,215887717,1994-08-03,Thriller,141,6.9,83296,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
116,117,Wolf,R,70000000,131000000,1994-06-17,Fantasy,125,6.2,49903,Publisher Will Randall becomes a werewolf and has to fight to keep his job.
117,118,Maverick,PG,75000000,183000000,1994-05-20,Action,127,7,96405,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief."
118,119,True Lies,R,115000000,378882411,1994-07-14,Action,141,7.2,223671,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States."
119,120,While You Were Sleeping,PG,17000000,182057016,1995-04-21,Romance,103,6.7,85626,A hopeless romantic Chicago Transit Authority token collector is mistaken for the fiancï¿½e of a coma patient.
120,121,Dangerous Minds,R,23000000,179519401,1995-08-11,Crime,99,6.5,45479,An ex-Marine turned teacher struggles to connect with her students in an inner city school.
121,122,Grumpier Old Men,PG-13,25000000,71500000,1995-12-22,Comedy,101,6.7,22759,"John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Maxs attention."
122,123,Father of the Bride Part II,PG,30000000,76578911,1995-02-10,Comedy,106,6,31971,"George Banks must deal not only with the pregnancy of his daughter, but also with the unexpected pregnancy of his wife."
123,124,Toy Story,G,30000000,373554033,1995-10-30,Animation,81,8.3,820625,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boys room.
124,125,Ace Ventura: When Nature Calls,PG-13,30000000,212385533,1995-11-10,Comedy,90,6.4,191266,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa."
125,126,Get Shorty,R,30250000,115101622,1995-10-20,Comedy,105,6.9,72078,"A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job."
126,127,Mr. Holland's Opus,PG,31000000,106269971,1995-12-29,Family,137,7.3,33906,A frustrated composer finds fulfillment as a high school music teacher.
127,128,Se7en,R,33000000,327311859,1995-09-22,Action,127,8.6,1323681,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
128,129,Casper,PG,50000000,287928194,1995-05-26,Family,100,6.1,110490,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.
129,130,Congo,PG-13,50000000,152022101,1995-06-09,Drama,109,5.2,39870,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong."
130,131,Apollo 13,PG,52000000,355237933,1995-06-30,Drama,140,7.6,250975,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
131,132,Crimson Tide,R,53000000,157387195,1995-05-12,Thriller,116,7.3,95145,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny, to prevent his trigger happy Captain from launching his missiles, before confirming his orders to do so."
132,133,Pocahontas,G,55000000,346079773,1995-06-14,Animation,81,6.7,156670,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth-century Virginia.
133,134,GoldenEye,PG-13,58000000,352194034,1995-11-16,Action,130,7.2,226013,"Years after a friend and fellow 00 agent is killed on a joint mission, a secret space based weapons program known as Goldeneye is stolen. James Bond sets out to stop a Russian crime syndicate from using the weapon."
134,135,Jumanji,PG,65000000,262797249,1995-12-15,Family,104,7,277496,"When two kids find and play a magical board game, they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game."
135,136,Braveheart,R,72000000,210000000,1995-05-24,Action,177,8.3,907287,"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England."
136,137,Die Hard: With a Vengeance,R,90000000,366101666,1995-05-19,Thriller,128,5.4,224254,"John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building."
137,138,Batman Forever,PG-13,100000000,336529144,1995-06-16,Action,121,5.4,224254,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin."
138,139,Waterworld,PG-13,175000000,264218220,1995-07-28,Action,135,6.2,169984,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw smokers, and reluctantly helps a woman and a young girl try to find dry land."
139,140,Scream,R,14000000,173046663,1996-12-20,Horror,111,7.2,267513,"A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game."
140,141,The First Wives Club,PG,26000000,116400000,1996-09-20,Comedy,102,6.4,39451,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women."
141,142,The English Patient,R,27000000,231976425,1996-11-14,War,162,7.4,168450,"At the close of WWII, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair."
142,143,The Birdcage,R,31000000,185260553,1996-03-08,Comedy,117,7.1,74466,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancï¿½es right-wing moralistic parents.
143,144,Phenomenon,PG,32000000,152036382,1996-07-05,Drama,123,6.4,71796,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis."
144,145,A Time to Kill,R,40000000,152266007,1996-07-24,Crime,149,7.5,121642,"In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan."
145,146,Star Trek: First Contact,PG-13,46000000,150000000,1996-11-21,Science Fiction,111,7.6,111959,The Borg travel back in time intent on preventing Earths first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.
146,147,Broken Arrow,R,50000000,150270147,1996-02-09,Thriller,108,6,86863,Terrorists steal nuclear warheads from the U.S. military but dont count on a pilot and park ranger spoiling their plans.
